id,track_danceability,track_energy,track_key,track_loudness,track_mode,track_speechiness,track_acousticness,track_instrumentalness,track_liveness,track_valence,track_tempo,track_duration_ms,track_time_signature
0uy2rIyxSsce6YdEh6ApVs,0.615,0.42,4,-11.584,1,0.0279,0.8,0,0.12,0.236,105.998,221267,4
7KsPoQeQrwJUo9UdLrtpeR,0.507,0.865,7,-8.976,1,0.107,0.666,0,0.876,0.374,137.462,205961,4
6g4AJY0FSYPXV0JGvXbShO,0.367,0.207,9,-14.103,1,0.0325,0.877,0,0.128,0.562,95.456,192667,4
2uClc204KlPCIu6l3vzvOe,0.446,0.6,6,-9.357,1,0.0444,0.747,0,0.907,0.543,151.763,207633,4
7x6ylW9E6HOVZxWZzCBa5u,0.622,0.831,0,-7.705,1,0.0322,0.617,0,0.888,0.367,137.522,169877,4
2SbeBuXi2WGK5C48pK29AO,0.494,0.854,9,-8.598,1,0.0584,0.466,0,0.809,0.41,138.665,244506,4
2MdhXFZFYCKNbS9scH7ljU,0.532,0.497,7,-10.963,1,0.029,0.551,0,0.799,0.515,134.431,184552,4
0jwGxgupGo2ovlU5eonF9D,0.739,0.575,5,-9.093,1,0.0324,0.493,0,0.166,0.712,127.046,238427,4
3W8Oy4HpNaB3A2jQiH3CIG,0.751,0.755,6,-4.43,1,0.0306,0.423,0,0.634,0.951,126.023,165927,3
3u3G8q8xzUv3ujZ59DLKzU,0.675,0.52,6,-8.793,1,0.025,0.097,0,0.333,0.607,113.255,275107,4
3oMk1VNl1N7dgibHwHw1j2,0.48,0.569,11,-9.953,1,0.0306,0.181,0,0.56,0.711,146.148,202707,4
5XRUIRvX0BTzuBDtxMCZZ9,0.383,0.589,10,-6.523,1,0.0401,0.37,0,0.17,0.303,78.967,246027,4
47uSaJXqUIYdgCyFzuikoW,0.322,0.565,0,-9.908,1,0.0759,0.082,0,0.183,0.382,74.874,345150,4
3TPVkq85S5r0EoXZHn5zxU,0.618,0.525,9,-8.572,1,0.032,0.0921,0,0.316,0.657,124.932,195133,4
029rq8QBShAgsi4Aq0ywwN,0.792,0.768,1,-9.801,1,0.0296,0.0356,0,0.0861,0.956,125.705,257627,4
4oMlV3X4i2jaKRIGmTXriC,0.654,0.792,4,-3.445,1,0.03,0.379,0,0.254,0.878,150.104,228493,4
5wn7dRsPFOd236GySyJqLx,0.481,0.636,0,-6.737,1,0.0329,0.552,0,0.098,0.612,110.733,283707,4
1X95pCQG939KCbJL6yVQgw,0.513,0.901,2,-3.089,1,0.0479,0.249,0,0.934,0.371,98.926,279293,4
1d7cmISALvOgs88d3ghiOa,0.555,0.465,5,-8.326,1,0.025,0.349,0,0.253,0.669,90.015,172840,3
0lqth62FJY6QobobChvnzB,0.561,0.927,4,-3.503,1,0.248,0.621,0,0.662,0.523,159.903,162524,4
3RYV8juwSUclgwNiwmESlb,0.468,0.863,3,-4.766,1,0.139,0.544,0,0.139,0.663,159.358,193633,4
4uUs057018O9QWY8dkS60U,0.59,0.722,7,-5.749,1,0.0377,0.675,0,0.987,0.461,109.043,248493,4
2shPhoZ9Nr7F7aSOmGxPpr,0.694,0.557,4,-11.326,1,0.0426,0.698,0,0.0633,0.77,77.021,242107,4
5pFmXv34SUG3kGMYiJ4NnH,0.283,0.977,4,-5.165,0,0.0918,0.00172,0,0.928,0.514,132.053,409611,4
2hqRWWmbHT9CTc5a4a9NVe,0.598,0.787,9,-2.625,0,0.0482,0.0661,0,0.144,0.544,143.591,230507,4
5LDoRXYha4NeBoX6gaduj9,0.724,0.892,4,-2.711,0,0.188,0.331,0,0.109,0.868,160.026,137701,4
0zhnWntcmhChM7PXSWuNNq,0.757,0.807,10,-3.704,1,0.0568,0.315,0,0.168,0.499,111.955,231627,4
1dSA6OgpgpMpvJJbPbYADU,0.904,0.874,10,-3.935,0,0.0319,0.267,0,0.122,0.906,130.002,180647,4
2Ou6UYuUbNyqwXxRDSeFRf,0.827,0.683,11,-5.113,0,0.0719,0.479,0,0.409,0.85,135.944,173892,4
47iy0GeY7LlaVe5Y7JnAia,0.634,0.767,4,-3.959,1,0.085,0.313,0,0.181,0.55,157.912,219168,4
1Cqg0nJOZRyvltkof8tjqA,0.627,0.818,1,-3.086,1,0.103,0.378,0,0.246,0.449,161.857,183413,4
32qETd0e2eKMs2BiMocPc0,0.776,0.898,1,-3.395,1,0.0449,0.152,0,0.146,0.873,131.055,151263,4
4GT8xUKMqGTN3eXAn4cqFq,0.644,0.897,11,-2.105,0,0.0669,0.458,0,0.189,0.914,176.997,157647,4
4H52V2O75kYklfqz79gIRw,0.681,0.887,8,-1.455,1,0.16,0.188,0,0.0915,0.686,129.883,190442,4
6NUDfOCXlQT0RIuYJCXbfe,0.808,0.834,6,-3.141,0,0.183,0.279,0,0.0321,0.76,153.95,167253,4
6etab3UBCo5GOTMZqUvRka,0.746,0.683,1,-7.094,1,0.136,0.26,0,0.0931,0.748,174.152,164157,4
4rMTRPQcWIcZAlKR8bygRY,0.646,0.835,0,-4.004,1,0.208,0.0484,0,0.11,0.691,179.982,215170,4
07aDFrAVLD02sKGzlZby46,0.835,0.786,0,-5.94,1,0.0764,0.247,0,0.0615,0.962,137.59,215066,4
34ZESQgPPDoIiSorkjyrVi,0.722,0.819,5,-7.466,1,0.0453,0.619,0,0.699,0.915,139.997,177320,4
4BaehaMjNwn5BVZ4tLgWm7,0.776,0.513,5,-16.252,1,0.0344,0.376,0,0.0442,0.942,134.328,179440,4
1JLMHWjB7MBB5wGCLG7kWn,0.649,0.922,0,-8.157,1,0.0744,0.605,0,0.978,0.894,145.008,249907,4
1bmDpecHcCYIpKf29elYOV,0.808,0.875,4,-12.324,1,0.0405,0.154,0,0.114,0.902,101.146,173267,4
1dir83s0Xee25BaR12xVX5,0.627,0.942,5,-7.48,1,0.111,0.415,0,0.975,0.784,140.095,152280,4
0ssAiCH1HNXqpYUhyGHDJI,0.789,0.836,4,-7.634,1,0.202,0.355,0,0.965,0.871,99.984,217560,4
55ZjdmU2X8iClV61wAdHX6,0.71,0.677,4,-12.371,0,0.0519,0.154,0,0.155,0.871,107.108,204093,4
4tlqGrCS0PdlDPHyWPkgMR,0.788,0.435,10,-9.055,1,0.232,0.628,0,0.0869,0.81,80.929,233467,4
27MjgOsXXUBto67uHat459,0.607,0.677,3,-8.172,1,0.0322,0.0925,0,0.0967,0.891,87.126,285000,4
4SEx1Mc336R0lzT097VQ7U,0.416,0.719,9,-8.098,1,0.133,0.749,0,0.831,0.314,98.811,211413,4
6XQBY4dYT9Q8AZJPQK9RRQ,0.637,0.919,3,-6.843,1,0.065,0.368,0,0.0332,0.897,94.912,215600,4
1IeKuhWMm5GKjfRq42IuDY,0.828,0.955,9,-4.416,1,0.0765,0.0846,0,0.094,0.96,139.989,325760,4
3qPnbpHtxQW93ZJFYS2e3t,0.445,0.113,2,-17.507,1,0.039,0.894,0,0.682,0.118,60.941,163813,4
1Y9teFESII6lCZn76mYn4w,0.684,0.535,2,-15.777,1,0.0483,0.173,0,0.0571,0.635,92.049,234933,4
7KMIlBUmjF2UYlujrAjOur,0.603,0.833,0,-4.916,0,0.113,0.121,0,0.371,0.72,142.942,152320,4
5zpyMoJK4Qw1LoCf7ILoM8,0.725,0.498,9,-11.431,1,0.048,0.471,0,0.0709,0.743,91.936,171427,4
19iVGgehVYISMliomNKdbJ,0.524,0.906,11,-3.875,0,0.157,0.505,0,0.0861,0.779,111.519,432006,4
36uk5O6mSuIsWsS4GyYqoc,0.678,0.9,7,-4.005,1,0.0932,0.645,0,0.097,0.723,124.341,272236,4
199qDklvqYapnA9AM8a7tx,0.678,0.94,9,-3.34,1,0.183,0.599,0,0.511,0.669,152.371,211461,4
4rYVMctnRjlPDxLnhCQiEi,0.523,0.757,11,-4.829,1,0.0884,0.629,0,0.472,0.535,93.843,429690,4
6Uyg4P7qSCFNrQYhCpf5rQ,0.761,0.899,2,-5.712,1,0.0888,0.45,0,0.154,0.943,138.046,212413,4
2aVGiN7MKn3HZH0OmhJFMl,0.677,0.917,1,-5.721,1,0.0757,0.389,0,0.86,0.785,92.203,188682,4
70AYBjCsorxyMzYZZtKugu,0.592,0.805,3,-7.628,1,0.0361,0.179,0,0.233,0.87,167.974,189858,4
5B17i57btcIvq2X18jK1WI,0.687,0.788,11,-7.718,0,0.0866,0.0254,0,0.0473,0.835,156.867,192627,4
75GcQN8jLMC3IELoQ0yxDS,0.547,0.826,9,-3.534,1,0.0799,0.576,0,0.245,0.481,108.585,184565,4
2LjR7I43VZIOtZb3lzmpcS,0.757,0.899,2,-3.686,1,0.0464,0.125,0,0.0526,0.731,112.047,174566,4
1aRU4PdjSYMCo8crP6W04g,0.746,0.565,8,-6.705,1,0.0414,0.18,0,0.0962,0.38,99.923,244070,4
7LxiQ3v6iEaejUgnBBphNS,0.586,0.138,2,-12.476,1,0.0297,0.863,0,0.109,0.134,99.576,249440,4
77Y6wpQYkl4JnxotLfBNqU,0.485,0.412,2,-8.516,1,0.037,0.597,0,0.117,0.221,91.489,233733,3
1UtymFHMLElNQoEXNsSw3A,0.552,0.926,0,-5.98,1,0.166,0.0122,0,0.289,0.674,165.87,172721,4
4dSvZJtkPT1jcajZpgK3v2,0.814,0.911,1,-3.437,1,0.149,0.19,0,0.184,0.759,123.026,186153,4
4MGE3gV97fSZ1V44oKna2f,0.591,0.89,11,-5.39,1,0.0619,0.15,0,0.0799,0.722,175.004,192545,4
7iIECCimrpOMkXarfRG3N6,0.751,0.816,1,-6.738,1,0.0797,0.158,0,0.0668,0.617,142.041,155176,4
68tG9hhHAt2uMG0g5aVHdc,0.796,0.854,9,-6.31,0,0.0533,0.175,0,0.938,0.612,132.086,160360,4
07m5YSeCurfwhVABleUwpK,0.616,0.837,5,-6.609,1,0.126,0.0493,0,0.941,0.626,158.02,169427,4
0qxlanFVdpiG3ZhFKsNZkk,0.745,0.838,9,-6.657,1,0.0522,0.0826,0,0.759,0.289,102.035,269267,4
20E8wfAlb2Qkuz7hMyJtkS,0.456,0.886,11,-4.453,0,0.196,0.41,0,0.248,0.674,165.964,213996,4
6tB8PzoRTsPiuqoedkhcVB,0.217,0.429,0,-10.236,1,0.0455,0.913,0,0.92,0.327,77.981,248547,4
3pWlYfFgnsPSRpqfIYKGjU,0.745,0.825,4,-6.616,0,0.0803,0.417,0,0.411,0.877,143.028,119859,4
4Jil2niMFuZiIbuQBALFRU,0.829,0.779,2,-7.073,1,0.046,0.629,0,0.0702,0.822,130.013,185231,4
70upmvtb3Z6ipWiBeEAKa8,0.413,0.869,9,-5.996,0,0.177,0.172,0,0.27,0.473,167.881,213480,4
3y5DqfTTCRal3jvDcEDChO,0.8,0.873,1,-6.078,0,0.0471,0.387,0,0.17,0.866,105.001,190769,4
0Yon6DnsPviXORsxRj04Ay,0.849,0.884,11,-4.019,0,0.0583,0.259,0,0.194,0.886,132.05,181818,4
2sv7wfMG7h8EJl3j2KxTGZ,0.69,0.8,6,-4.23,0,0.167,0.237,0,0.0623,0.708,176.103,167341,4
5KVhGq3v4e0F2g0AHfgNsX,0.848,0.688,0,-6.306,1,0.064,0.04,0,0.065,0.468,119.98,170600,4
4PGj9FewxLbgej4UEIBJ2r,0.789,0.838,10,-5.364,1,0.0611,0.069,0,0.157,0.632,105.968,233774,4
6b52By4M1TxzHiLkCaJVnu,0.409,0.463,2,-7.136,1,0.0332,0.666,0,0.911,0.264,84.331,221263,4
6sDFxI3dj8r1EsscyedSeX,0.593,0.913,4,-8.653,0,0.412,0.103,0,0.868,0.336,103.768,334133,4
4UbdRuWA8x77P8kt6n9orN,0.742,0.938,7,-6.435,0,0.121,0.118,0,0.958,0.824,146.839,204533,4
70L2fQtDbGREQ0C8vL70vN,0.705,0.67,0,-12.04,1,0.153,0.734,0,0.975,0.577,112.094,248213,4
1fewyREjXmaXTxmoVVAcYe,0.377,0.416,7,-6.718,1,0.0295,0.769,0,0.158,0.484,172.718,162480,3
7LDRVYEiSe0raKGUPnYcN1,0.787,0.851,2,-7.109,0,0.133,0.116,0,0.681,0.806,143.979,164827,4
2lB8q1YfCenznKGv5bizWM,0.775,0.913,11,-3.583,0,0.0677,0.0123,0,0.14,0.828,126.028,224762,4
7vjXPjtvm9IjoPKGVyfg10,0.551,0.821,0,-9.143,1,0.0887,0.174,0,0.37,0.775,96.304,263267,4
2pgP6IT08m0Uw9cEMZM7A6,0.699,0.746,8,-8.762,1,0.042,0.26,0,0.14,0.847,102.26,239027,4
6EbbpFc64M1VBp7E29qnQv,0.658,0.743,9,-7.681,0,0.0419,0.223,0,0.0721,0.625,96.065,300240,4
5tNzADohXQiP2tS66VXnie,0.665,0.87,0,-7.69,1,0.0502,0.231,0,0.0972,0.79,102.035,256533,4
43PDKv0gdqMWnT2gUSEQdx,0.745,0.621,6,-7.586,1,0.0543,0.25,0,0.143,0.51,98.055,179401,4
5LTwjTZjxnpAe0o0h5RgY0,0.693,0.777,6,-6.775,1,0.035,0.168,0,0.07,0.626,126.335,261133,4
0uIBkp2PD4PnEkCiEwUJW8,0.33,0.896,7,-7.016,1,0.12,0.352,0,0.968,0.123,163.256,265160,4
0ZLCCih935NYuRDczmjMdi,0.712,0.662,6,-10.759,1,0.0262,0.246,0,0.199,0.678,124.889,240600,4
6Pbve0TrBzMtFYxbgxDWBQ,0.649,0.656,9,-7.244,1,0.0486,0.472,0,0.153,0.399,150.039,239160,4
6BlJpOVPsshun4PsxiRYxf,0.53,0.792,10,-8.625,1,0.0317,0.417,0,0.904,0.49,132.851,299373,4
0rOQyLZJ9oASgtdoDZgrmK,0.579,0.913,5,-5.866,1,0.0639,0.4,0,0.37,0.942,117.129,233387,4
1zkx0x3aP43SHG3pt9cFRY,0.658,0.793,11,-6.934,0,0.0418,0.628,0,0.958,0.962,92.889,260493,4
6HA8gaQ27DPIYkEUxrucpm,0.349,0.678,9,-6.947,1,0.0728,0.624,0,0.367,0.759,170.41,196126,4
1PWpeF2KQQzBjqkJPMqvpJ,0.658,0.862,0,-7.772,1,0.045,0.397,0,0.852,0.889,91.702,233920,4
2R6PIzBpnZPpAzXbGxAmqq,0.658,0.818,2,-7.969,1,0.0349,0.398,0,0.929,0.939,92.086,204267,4
7AsFFiQEozWPh4BiHTTwkN,0.589,0.62,11,-9.272,0,0.0355,0.569,0,0.0878,0.714,88.807,253507,4
6sDlpZzgUdI32kuO8ZHrAB,0.631,0.884,2,-5.277,1,0.0309,0.588,0,0.252,0.897,112.29,257813,4
6BaOSAMjEznn3oV7u4EwYm,0.612,0.513,7,-14.356,1,0.041,0.809,0,0.357,0.652,94.622,238548,4
1FtItiaaxneADE7dVn6VJc,0.521,0.765,9,-7.183,1,0.0535,0.735,0,0.333,0.787,104.666,216475,4
5GejbM2Nt1xpnqukq6dnzv,0.542,0.751,5,-7.894,0,0.0673,0.832,0,0.822,0.69,88.609,251107,4
01wavOnjFBNgdMWBFYIAP4,0.561,0.65,7,-6.43,1,0.0277,0.816,0,0.952,0.597,147.899,184107,4
6kbC245NmdhHIz5tRnYa40,0.585,0.631,11,-8.118,1,0.0325,0.6,0,0.989,0.627,145.944,210173,4
19IIiuViFv6TsPDXV2ZWB3,0.692,0.756,6,-6.296,0,0.0544,0.816,0,0.112,0.809,148.066,215305,4
4kUpVCOVfhipS0KRuoBYvs,0.579,0.492,0,-7.864,1,0.0392,0.797,0,0.107,0.427,162.075,221693,4
0EPP4wnQKrOsQ5k0vcg2Bz,0.514,0.649,2,-8.746,1,0.0447,0.821,0,0.18,0.746,73.77,148837,4
59OritfCe4yTco9mEX9VjT,0.681,0.647,6,-7.935,0,0.0385,0.599,0,0.0915,0.651,143.998,201387,4
2YGWqGwDmlwVfK2sxt11uV,0.635,0.76,7,-8.229,1,0.0326,0.611,0,0.802,0.652,140.007,219640,4
5XN0ISNOU8kL00D2XMl5fy,0.583,0.637,5,-9.049,0,0.0368,0.193,0,0.701,0.536,143.919,210333,4
3zogYGZdUNA1KNDhQB1KKG,0.529,0.674,11,-7.222,1,0.0288,0.66,0,0.136,0.706,156.028,243509,4
50WIT4c3Ztg81IArPJHEJE,0.508,0.793,6,-5.365,1,0.0439,0.442,0,0.113,0.497,147.734,285613,4
5GP6eOHtZ6u5vIs4pr66rO,0.526,0.658,7,-8.954,1,0.0453,0.0922,0,0.928,0.493,83.732,224960,4
19ekKD5twU6CawnacoudVJ,0.544,0.633,11,-9.546,0,0.064,0.201,0,0.266,0.415,144.042,225867,4
1pCufRHcHq5tuqjKkaWCOt,0.667,0.686,9,-6.506,1,0.0635,0.757,0,0.133,0.382,133.879,242853,4
4YGjp50O68uZP4K2iyrMAY,0.507,0.799,0,-7.666,1,0.0675,0.492,0,0.914,0.786,168.037,125675,4
1DwVWibPBDTBNLCuzV4QlU,0.604,0.842,0,-8.481,1,0.0472,0.149,0,0.568,0.504,103.71,175280,4
7oVJpmVnFYtNZA0TQmF2OX,0.475,0.86,9,-7.928,1,0.0922,0.366,0,0.786,0.714,159.799,219133,4
7bdhM9AJqWAIHooF4sh3wW,0.735,0.776,11,-10.06,1,0.233,0.593,0,0.175,0.899,104.821,277933,4
5ii11kM3XEBh1viHC6ObhX,0.519,0.822,9,-7.704,1,0.154,0.792,0,0.956,0.593,86.528,261027,4
1PX26jqxFcahtiibUj6EYr,0.625,0.553,7,-11.765,1,0.0956,0.422,0,0.141,0.66,86.034,211497,4
2Hw2kl2Vkthv8JMRKyQkCU,0.553,0.72,5,-12.194,1,0.0582,0.0947,0,0.108,0.648,106.315,257920,4
3Rp4m03mbhlYgIeSWNP9xm,0.714,0.497,2,-13.271,1,0.292,0.574,0,0.0743,0.914,103.871,296640,4
6AHsV0Wb4t3ttgs5P4wsf6,0.473,0.757,5,-8.394,1,0.0783,0.708,0,0.788,0.581,113.893,276853,4
2cynkyn1tRlilsW1yUWv6P,0.525,0.671,5,-8.167,0,0.0587,0.694,0,0.106,0.86,93.13,224133,4
63efSBKSZJWb6JTDpM6Ype,0.705,0.784,7,-8.608,1,0.123,0.42,0,0.169,0.88,106.282,203627,4
0QcxfiX4q9KAj2K6uzpwdp,0.625,0.808,3,-8.899,1,0.128,0.659,0,0.118,0.938,107.66,239560,4
1JtxEMmDhKzA7QRZE1ISNP,0.767,0.818,0,-7.976,0,0.0799,0.371,0,0.12,0.949,100.796,168040,4
0fMiHLlqyzoyfxVAiSAN7I,0.645,0.846,0,-7.361,1,0.178,0.21,0,0.688,0.779,142.661,273373,4
2PoHBRBYGXZ9DMaEIR73hk,0.648,0.93,2,-6.079,1,0.174,0.777,0,0.978,0.745,107.286,240600,4
1ShHr5Tk3Jc55ExTwd6Zo4,0.441,0.718,7,-8.582,1,0.0569,0.462,0,0.223,0.734,102.227,231093,4
4WB8sLYWMjWoA8BxaWTgMI,0.712,0.765,7,-7.785,1,0.278,0.172,0,0.638,0.867,125.067,189147,4
5IVJmmWuvsWBRkARTQ82Ql,0.584,0.782,7,-7.392,1,0.171,0.336,0,0.961,0.772,102.275,211600,4
4i9uK1cMwP1Pc5zHhtMEde,0.707,0.614,7,-9.377,0,0.058,0.198,0,0.177,0.957,156.473,211000,4
1wtLEFD3kYHydIrPoB1TPj,0.833,0.851,7,-6.859,0,0.0768,0.21,0,0.303,0.776,95.011,227453,4
4vTI1wFRtzrk4GQNHjG8fx,0.655,0.63,0,-6.717,1,0.0353,0.47,0,0.589,0.355,141.981,195875,4
5JQQylp65Mlpm6yC2JxHHr,0.714,0.822,8,-7.183,1,0.0599,0.389,0,0.916,0.443,99.989,277125,4
5oydIuWtsQp3ziGCVwlyfK,0.621,0.595,1,-7.719,0,0.0314,0.64,0,0.791,0.411,141.991,214250,4
0RukYpMQe3RINyAZyfWUtB,0.33,0.832,7,-6.137,1,0.0568,0.231,0,0.96,0.307,95.875,223467,4
1iwv4D5EHcKtJqPprNf8vT,0.726,0.549,9,-8.442,1,0.0289,0.332,0,0.881,0.463,137.999,299565,4
1dkYIUuaNkAIsPeoXViLzu,0.662,0.574,11,-7.721,0,0.0281,0.389,0,0.784,0.431,135.96,216875,4
1MtoOMAoiR4LJ02iKG9fYd,0.549,0.614,2,-6.21,1,0.0381,0.751,0,0.879,0.263,141.971,201000,4
6E3UgZgGHM252JCNH7qYSV,0.584,0.586,7,-9.147,1,0.0572,0.788,0,0.131,0.34,85.027,195507,4
3EjxAbEOH28icEK1ZFOUSh,0.587,0.47,9,-13.961,1,0.0485,0.287,0,0.15,0.49,119.749,243000,4
1SaeGiWS1LQhfRc6ObQfvq,0.647,0.527,7,-12.739,1,0.0411,0.413,0,0.0481,0.622,136.118,245200,4
3R0fWjRyx1GN4rFDirZZlC,0.579,0.385,9,-14.643,1,0.0431,0.636,0,0.0478,0.769,108.793,269400,4
0pnrx9K3Q9goF88oPFoykU,0.721,0.897,7,-7.401,1,0.0468,0.578,0,0.708,0.587,99.979,176640,4
3u9W1EEjkOeWyyNydtGHbk,0.51,0.501,9,-11.992,1,0.0568,0.576,0,0.0984,0.766,108.398,259027,4
1CJ6dBpfeA5P6kjHDdk33I,0.622,0.801,0,-7.028,1,0.0382,0.28,0,0.253,0.939,160.733,239907,4
0sRAXMfrDR9eg5jgMyjp6P,0.706,0.729,0,-8.979,1,0.103,0.222,0,0.0928,0.905,94.488,205533,4
3UHKTBxEAf8tcKfKG2jKCS,0.429,0.741,9,-6.398,1,0.0629,0.416,0,0.69,0.469,126.309,399573,4
4tURxbyJrdngCsxanBd25F,0.774,0.906,7,-6.992,1,0.0475,0.369,0,0.809,0.567,105.038,271147,4
2jLqocWkuPKdVdMLzg0szQ,0.612,0.62,7,-12.523,1,0.0306,0.302,0,0.0603,0.79,137.342,164533,4
56bWd9eEu5xsIWETPBIA8k,0.631,0.798,6,-9.488,0,0.0954,0.313,0,0.389,0.82,146.15,234360,4
6oDfRqEbg2gOf64XSwgfCF,0.665,0.618,5,-10.467,1,0.0326,0.503,0,0.131,0.926,134.139,243227,4
2g0aAzqmBIlpiqJlxlt2lM,0.309,0.911,1,-7.541,0,0.11,0.132,0,0.97,0.504,152.714,206013,4
0kKuVSnv97w8dZ0yjde1KU,0.38,0.783,5,-7.356,1,0.0454,0.188,0,0.965,0.535,137.02,236147,4
5RY5Qnk9IFiVuWRGM1Rw4X,0.569,0.5,5,-13.551,1,0.0398,0.405,0,0.0564,0.711,134.682,254973,4
6LW8UF40lkxYGkSF147U1M,0.561,0.767,1,-7.566,0,0.071,0.449,0,0.0875,0.875,86.038,184535,4
64iS2tmMBhTKEEZJG4Vd19,0.455,0.867,0,-6.702,1,0.0785,0.171,0,0.394,0.518,85.651,238253,4
3DwRPeGDuXsIuRck2x5LXl,0.368,0.825,5,-7.573,1,0.0508,0.573,0,0.934,0.704,167.786,205000,4
4Bar7yaARDiDjSvpSJfwQs,0.661,0.678,6,-6.756,1,0.0368,0.619,0,0.188,0.944,150.171,202411,4
6JvZyTg7LGjDw0v3LvXjub,0.655,0.562,9,-12.809,1,0.0321,0.223,0,0.108,0.815,132.623,215400,4
2K96QzDf2fC3vtaO3lJpCr,0.616,0.41,7,-11.386,1,0.0322,0.7,0,0.0882,0.342,122.72,275067,4
7sifJ71fixJZa5jjPHblL3,0.657,0.848,2,-5.887,1,0.208,0.289,0,0.265,0.832,116.025,384933,4
0WN4f5aHhDwBt2eaoRhEbU,0.674,0.758,9,-10.055,0,0.035,0.213,0,0.15,0.918,87.314,230067,4
1K77qKZnzG7W3J9oW1VTg1,0.537,0.681,2,-7.488,1,0.0794,0.376,0,0.278,0.751,86.122,373840,4
63hsF5OXdCrQUNjASZTQnf,0.675,0.783,1,-8.155,0,0.254,0.409,0,0.0906,0.778,111.041,194773,4
7frRBmn1kaBvlulNC8RpbS,0.467,0.651,7,-10.566,1,0.119,0.258,0,0.127,0.523,168.008,234733,4
7wMeviSsJs0JvjaFx0v6ja,0.595,0.781,7,-6.302,1,0.0609,0.423,0,0.303,0.868,82.057,166107,4
5C9NNyxoskbxg39EANw71z,0.589,0.693,1,-10.318,1,0.228,0.558,0,0.244,0.702,87.152,220307,4
4Pnh4urH9Os6zgpDokHPpm,0.585,0.719,11,-8.099,0,0.294,0.24,0,0.342,0.71,123.397,235760,4
3Oi1rRW0QdWsE7SGATTE2z,0.421,0.718,4,-5.903,0,0.0466,0.55,0,0.302,0.568,141.717,253440,4
3qWjTdtTYBVQTQiibR3TW5,0.618,0.593,1,-7.118,0,0.0423,0.676,0,0.106,0.417,143.832,203840,4
7qttF1OKGG0pODeQo89zMB,0.642,0.84,7,-9.436,1,0.0533,0.205,0,0.175,0.892,98.338,186396,4
7CzZpoMj9c6MNU4UzEExzk,0.625,0.673,9,-7.864,0,0.0382,0.464,0,0.0529,0.604,138.144,241933,4
4kZmhCX7JiF7r0rUdfyFl6,0.481,0.912,11,-3.892,1,0.31,0.392,0,0.927,0.69,78.006,218893,4
562SQ6vogWQPio2ne6iDgz,0.402,0.639,9,-7.214,0,0.0504,0.417,0,0.182,0.546,139.027,259373,4
4fAzkEt0BGFMlsMhu9bGwN,0.449,0.685,5,-10.742,0,0.0398,0.0925,0,0.194,0.833,139.398,266234,4
4EfuV1AfSwisgxyXLG8vaT,0.561,0.392,7,-9.72,1,0.0241,0.689,0,0.117,0.237,91.1,249720,4
6zkuZPoFUINPwfl0llKhwX,0.371,0.616,0,-7.584,1,0.0498,0.481,0,0.109,0.654,144.204,230987,4
6YmLLVoLlmUP0A5eemkTXK,0.583,0.715,5,-6.092,1,0.0353,0.558,0,0.869,0.451,139.815,216587,4
